shipping_id,order_id,shipping_date,return_date,shipping_providers,delivery_status
17256,21179,08-09-2017,,lasership,Delivered
17257,5214,11-22-2015,11-30-2015,amazon logistics,Returned
17258,8992,09-13-2016,,xpo logistics,Delivered
17259,1251,01-31-2017,02-09-2017,ups,Returned
17260,18042,08-10-2017,,spee-dee delivery,Delivered
17261,5046,01-06-2016,,fedex,Delivered
17262,23730,04-21-2016,,ontrac,Delivered
17263,9462,08-02-2016,08-11-2016,fedex,Returned
17264,20302,01-19-2017,02-01-2017,lasership,Returned
17265,4535,04-27-2017,,xpo logistics,Delivered
17266,4299,03-28-2016,,usps,Delivered
17267,4824,01-03-2016,01-18-2016,purolator,Returned
17268,6738,10-17-2016,,spee-dee delivery,Delivered
17269,2383,01-13-2017,,xpo logistics,Delivered
17270,5005,01-29-2017,,dhl,Delivered
17271,20786,06-24-2017,,lasership,Delivered
17273,20085,01-01-2017,,ups,Delivered
17274,6914,12-30-2016,,amazon logistics,Delivered
17275,21811,04-01-2017,,xpo logistics,Delivered
17276,3573,01-31-2016,,ups,Delivered
17277,8980,09-16-2016,,ups,Delivered
17278,6727,10-23-2016,11-05-2016,xpo logistics,Returned
17279,21208,08-07-2017,,dhl,Delivered
17280,2874,12-06-2016,,usps,Delivered
17281,13161,12-29-2015,,dhl,Delivered
17282,13895,05-19-2017,,fedex,Delivered
17283,19544,07-30-2016,,dhl,Delivered
17284,7858,03-12-2017,03-22-2017,usps,Returned
17285,1666,12-25-2016,,ontrac,Delivered
17286,18122,09-18-2016,,fedex,Delivered
17287,23739,05-07-2016,,lasership,Delivered
17288,6587,11-05-2016,,spee-dee delivery,Delivered
17289,12798,01-26-2017,02-04-2017,lasership,Returned
17290,22834,11-18-2016,,dhl,Delivered
17291,9921,01-10-2016,,purolator,Delivered
17292,12821,01-25-2017,02-02-2017,spee-dee delivery,Returned
17293,19193,06-04-2016,,lasership,Delivered
17294,16956,05-29-2016,,usps,Delivered
17295,1213,02-02-2017,,usps,Delivered
17296,2986,01-25-2017,,spee-dee delivery,Delivered
17297,10688,01-13-2016,,spee-dee delivery,Delivered
17298,18847,01-25-2017,,dhl,Delivered
17299,6111,03-27-2016,,xpo logistics,Delivered
17300,2720,05-19-2017,,xpo logistics,Delivered
17301,14472,01-21-2017,,spee-dee delivery,Delivered
17302,1358,01-03-2017,01-16-2017,usps,Returned
17303,7894,03-07-2017,,fedex,Delivered
17304,9930,01-11-2016,,xpo logistics,Delivered
17305,18708,01-21-2017,02-02-2017,dhl,Returned
17306,460,02-09-2017,,dhl,Delivered
17307,24031,05-09-2016,,xpo logistics,Delivered
17308,6529,11-17-2016,,xpo logistics,Delivered
17309,12066,01-05-2016,,ontrac,Delivered
17310,11329,06-06-2016,06-15-2016,amazon logistics,Returned
17311,11652,03-15-2016,,ups,Delivered
17312,7633,03-27-2017,,xpo logistics,Delivered
17313,9925,01-07-2016,,ups,Delivered
17314,21094,07-24-2017,,fedex,Delivered
17316,10387,01-22-2016,,fedex,Delivered
17317,7198,12-24-2016,,lasership,Delivered
17318,121,01-12-2017,01-26-2017,purolator,Returned
17319,5889,04-16-2016,,fedex,Delivered
17320,11670,03-16-2016,03-31-2016,dhl,Returned
17321,465,02-08-2017,,xpo logistics,Delivered
17322,4841,12-26-2016,,ups,Delivered
17323,15122,05-21-2017,06-02-2017,fedex,Returned
17324,1334,01-01-2017,,lasership,Delivered
17325,13918,05-17-2017,,purolator,Delivered
17326,7024,12-26-2016,,fedex,Delivered
17327,7081,12-27-2016,,ontrac,Delivered
17328,3493,01-09-2016,,amazon logistics,Delivered
17329,13857,05-19-2017,05-31-2017,xpo logistics,Returned
17330,14683,01-02-2017,,amazon logistics,Delivered
17331,16872,06-01-2016,,xpo logistics,Delivered
17332,2066,01-27-2017,,lasership,Delivered
17333,8579,01-08-2017,,xpo logistics,Delivered
17334,17441,03-12-2017,,usps,Delivered
17335,21061,07-23-2017,,purolator,Delivered
17336,9014,09-11-2016,09-26-2016,dhl,Returned
17337,9760,01-12-2016,,fedex,Delivered
17338,17081,07-19-2016,07-27-2016,fedex,Returned
17339,17652,04-15-2017,04-24-2017,usps,Returned
17340,4150,01-09-2016,,dhl,Delivered
17341,19940,12-16-2016,,lasership,Delivered
17342,9653,01-12-2016,,lasership,Delivered
17343,23492,04-05-2016,04-13-2016,xpo logistics,Returned
17344,3052,05-22-2017,,fedex,Delivered
17345,1725,12-16-2016,,ontrac,Delivered
17346,1052,02-20-2017,,fedex,Delivered
17347,4340,07-07-2016,,spee-dee delivery,Delivered
17348,17399,09-04-2016,,lasership,Delivered
17349,10123,01-05-2016,,purolator,Delivered
17350,8342,01-10-2017,,amazon logistics,Delivered
17351,8117,01-17-2017,,spee-dee delivery,Delivered
17352,70,12-16-2016,,lasership,Delivered
17353,6911,01-01-2017,,ontrac,Delivered
17354,12751,01-28-2017,,spee-dee delivery,Delivered
17355,15542,02-06-2017,,dhl,Delivered
17356,22339,09-23-2016,,usps,Delivered
17357,16306,01-10-2016,,xpo logistics,Delivered
17358,20921,07-13-2017,,purolator,Delivered
17359,23675,04-22-2016,,ups,Delivered
17360,13119,12-29-2015,,xpo logistics,Delivered
17361,7325,12-18-2016,,xpo logistics,Delivered
17362,13542,12-15-2015,,usps,Delivered
17363,1784,12-19-2016,,ontrac,Delivered
17365,8248,01-16-2017,01-25-2017,lasership,Returned
17366,1583,12-27-2016,,ups,Delivered
17367,23245,02-14-2016,,amazon logistics,Delivered
17368,13756,11-29-2015,12-10-2015,usps,Returned
17369,3937,01-29-2017,02-09-2017,purolator,Returned
17370,11541,03-20-2016,,usps,Delivered
17371,1849,12-09-2016,,xpo logistics,Delivered
17372,3261,09-01-2016,,usps,Delivered
17373,9333,08-11-2016,,lasership,Delivered
17374,16363,01-10-2016,,ups,Delivered
17375,687,04-09-2017,04-22-2017,ups,Returned
17376,23949,12-19-2015,12-28-2015,usps,Returned
17377,16126,10-26-2015,,ups,Delivered
17378,14549,01-13-2017,,ontrac,Delivered
17379,17703,04-30-2017,,ontrac,Delivered
17380,11720,03-12-2016,03-26-2016,fedex,Returned
17381,15917,09-06-2015,,ups,Delivered
17382,17780,06-02-2017,06-10-2017,xpo logistics,Returned
17383,14261,01-03-2017,01-17-2017,purolator,Returned
17384,11830,03-07-2016,03-17-2016,lasership,Returned
17385,5939,04-10-2016,,spee-dee delivery,Delivered
17386,1764,12-15-2016,,purolator,Delivered
17387,21729,03-28-2017,04-10-2017,usps,Returned
17388,12339,12-30-2015,,usps,Delivered
17389,7196,12-24-2016,,ups,Delivered
17390,18561,12-29-2016,,dhl,Delivered
17391,8430,01-08-2017,,dhl,Delivered
17392,14874,12-10-2016,,usps,Delivered
17393,17160,07-24-2016,,ontrac,Delivered
17394,17251,09-01-2016,,amazon logistics,Delivered
17395,6711,10-21-2016,,usps,Delivered
17396,5851,04-21-2016,,dhl,Delivered
17397,16166,11-13-2015,,ups,Delivered
17399,1114,02-10-2017,,lasership,Delivered
17400,18703,01-17-2017,,usps,Delivered
17401,18630,01-11-2017,,lasership,Delivered
17402,5013,12-12-2016,12-21-2016,amazon logistics,Returned
17403,19239,06-06-2016,,spee-dee delivery,Delivered
17404,6902,12-31-2016,,ontrac,Delivered
17405,9962,01-08-2016,,spee-dee delivery,Delivered
17406,11393,06-05-2016,,xpo logistics,Delivered
17407,8614,01-11-2017,01-25-2017,amazon logistics,Returned
17408,11470,03-26-2016,04-05-2016,xpo logistics,Returned
17409,16377,01-05-2016,,usps,Delivered
17410,16811,05-15-2016,05-23-2016,usps,Returned
17411,13114,01-18-2017,,usps,Delivered
17412,6963,12-28-2016,,fedex,Delivered
17413,11519,03-22-2016,,amazon logistics,Delivered
17414,22369,09-27-2016,10-07-2016,dhl,Returned
17415,11235,06-14-2016,,usps,Delivered
17416,9605,01-10-2016,01-21-2016,ontrac,Returned
17417,18949,06-19-2016,,xpo logistics,Delivered
17418,9961,01-07-2016,,xpo logistics,Delivered
17419,6072,04-06-2016,,xpo logistics,Delivered
17420,13229,12-30-2015,,spee-dee delivery,Delivered
17421,12255,12-30-2015,,spee-dee delivery,Delivered
17422,22877,11-22-2016,,lasership,Delivered
17423,19476,07-11-2016,,dhl,Delivered
17424,18596,01-09-2017,,fedex,Delivered
17425,17300,08-21-2016,08-31-2016,ups,Returned
17426,7296,12-20-2016,,ontrac,Delivered
17427,17084,07-11-2016,07-26-2016,purolator,Returned
17428,20416,01-30-2017,,amazon logistics,Delivered
17429,10193,01-31-2016,,xpo logistics,Delivered
17430,4222,02-28-2016,03-07-2016,ontrac,Returned
17431,10426,01-20-2016,,usps,Delivered
17432,20005,12-19-2016,,purolator,Delivered
17433,18573,01-08-2017,01-23-2017,purolator,Returned
17434,23642,04-16-2016,,purolator,Delivered
17435,22411,10-03-2016,,amazon logistics,Delivered
17436,18568,12-31-2016,,lasership,Delivered
17438,15868,08-08-2015,08-17-2015,spee-dee delivery,Returned
17439,10791,07-27-2016,,ontrac,Delivered
17440,2100,01-24-2017,02-08-2017,ups,Returned
17441,1162,02-05-2017,,fedex,Delivered
17442,17625,03-19-2017,,xpo logistics,Delivered
17443,1194,02-07-2017,,fedex,Delivered
17444,18615,01-13-2017,,usps,Delivered
17445,895,03-15-2017,03-29-2017,amazon logistics,Returned
17446,6494,11-19-2016,12-02-2016,xpo logistics,Returned
17447,23178,01-31-2016,,ups,Delivered
17448,1257,02-01-2017,02-09-2017,lasership,Returned
17449,8099,01-18-2017,01-29-2017,usps,Returned
17450,14208,03-17-2017,03-28-2017,ontrac,Returned
17451,9239,08-19-2016,09-02-2016,spee-dee delivery,Returned
17452,254,03-23-2017,,fedex,Delivered
17453,12660,02-01-2017,,amazon logistics,Delivered
17454,6743,10-19-2016,10-31-2016,dhl,Returned
17455,23212,02-03-2016,,amazon logistics,Delivered
17456,11801,03-08-2016,03-17-2016,usps,Returned
17457,22386,10-01-2016,,fedex,Delivered
17458,21710,03-17-2017,,dhl,Delivered
17459,18878,02-01-2017,,ups,Delivered
17460,4378,01-11-2016,,lasership,Delivered
17461,1947,01-27-2017,,ups,Delivered
17462,15519,02-12-2017,,ontrac,Delivered
17463,20777,06-20-2017,,dhl,Delivered
17464,22338,09-23-2016,,ups,Delivered
17465,8612,01-10-2017,,xpo logistics,Delivered
17466,5565,05-17-2016,,spee-dee delivery,Delivered
17467,21376,08-23-2017,09-01-2017,fedex,Returned
17468,19804,09-03-2016,09-14-2016,lasership,Returned
17469,3795,12-31-2015,,purolator,Delivered
17470,706,04-02-2017,,dhl,Delivered
17471,168,11-27-2016,,amazon logistics,Delivered
17472,4031,12-29-2015,01-10-2016,fedex,Returned
17473,793,03-18-2017,,fedex,Delivered
17474,9992,01-07-2016,,usps,Delivered
17475,2220,01-19-2017,01-28-2017,amazon logistics,Returned
17476,23354,03-06-2016,,spee-dee delivery,Delivered
17477,9721,01-12-2016,,amazon logistics,Delivered
17478,22260,09-12-2016,09-27-2016,ups,Returned
17479,14341,09-25-2016,10-10-2016,ontrac,Returned
17480,4746,02-04-2017,,lasership,Delivered
17481,15343,03-26-2017,,purolator,Delivered
17483,23249,02-20-2016,,ups,Delivered
17484,8281,01-14-2017,01-25-2017,spee-dee delivery,Returned
17485,12280,12-31-2015,,fedex,Delivered
17486,12980,01-22-2017,02-06-2017,ups,Returned
17487,1750,12-19-2016,,usps,Delivered
17488,11100,06-25-2016,07-05-2016,fedex,Returned
17489,1447,01-01-2017,,lasership,Delivered
17490,22575,10-20-2016,,dhl,Delivered
17491,13655,12-03-2015,,purolator,Delivered
17492,19104,05-22-2016,,usps,Delivered
17493,7269,12-21-2016,12-31-2016,fedex,Returned
17494,14040,03-02-2015,,usps,Delivered
17495,17079,07-19-2016,07-29-2016,ontrac,Returned
17496,20323,01-20-2017,,fedex,Delivered
17497,18325,10-23-2016,,lasership,Delivered
17498,7144,12-26-2016,,dhl,Delivered
17499,19625,08-07-2016,,xpo logistics,Delivered
17500,1268,01-06-2017,,xpo logistics,Delivered
17501,9517,01-13-2016,,ups,Delivered
17502,21765,03-23-2017,,usps,Delivered
17503,16679,03-21-2016,,spee-dee delivery,Delivered
17504,18670,01-18-2017,,fedex,Delivered
17505,7483,12-15-2016,,amazon logistics,Delivered
17506,18988,09-28-2017,10-10-2017,amazon logistics,Returned
17507,21204,08-05-2017,,purolator,Delivered
17508,14554,01-11-2017,,spee-dee delivery,Delivered
17509,18283,11-05-2016,,fedex,Delivered
17510,18529,12-25-2016,01-06-2017,ups,Returned
17511,9205,08-21-2016,,usps,Delivered
17512,21638,03-11-2017,,usps,Delivered
17513,21456,02-20-2017,,dhl,Delivered
17514,21835,04-02-2017,04-17-2017,spee-dee delivery,Returned
17515,11888,02-23-2016,,xpo logistics,Delivered
17516,3631,01-02-2016,,spee-dee delivery,Delivered
17517,19046,05-21-2016,,lasership,Delivered
17518,10885,07-17-2016,,ups,Delivered
17519,2257,01-19-2017,,lasership,Delivered
17520,8195,01-17-2017,,fedex,Delivered
17521,4858,03-24-2016,04-01-2016,usps,Returned
17522,2079,01-26-2017,,spee-dee delivery,Delivered
17523,19811,12-07-2016,,spee-dee delivery,Delivered
17524,3967,02-03-2017,,fedex,Delivered
17525,20865,06-26-2017,,ontrac,Delivered
17526,8627,01-06-2017,01-18-2017,ontrac,Returned
17527,20342,01-22-2017,02-06-2017,usps,Returned
17528,17981,07-21-2017,,purolator,Delivered
17529,3890,01-25-2017,02-02-2017,amazon logistics,Returned
17530,21157,07-29-2017,,spee-dee delivery,Delivered
17531,14555,01-11-2017,,lasership,Delivered
17532,18217,10-09-2016,,xpo logistics,Delivered
17533,9531,01-09-2016,,spee-dee delivery,Delivered
17534,492,11-23-2016,,purolator,Delivered
17535,12654,02-05-2017,02-20-2017,purolator,Returned
17536,6540,11-12-2016,11-25-2016,ontrac,Returned
17537,3055,12-26-2016,,purolator,Delivered
17539,2723,05-19-2017,,fedex,Delivered
17540,17728,05-16-2017,,usps,Delivered
17542,6548,11-09-2016,,ups,Delivered
17543,8845,09-26-2016,,fedex,Delivered
17544,3427,01-26-2017,02-07-2017,lasership,Returned
17545,8101,01-18-2017,02-01-2017,ups,Returned
17546,3506,01-09-2016,,ontrac,Delivered
17547,17550,05-06-2017,05-21-2017,purolator,Returned
17548,14510,01-19-2017,,fedex,Delivered
17549,7906,03-02-2017,,dhl,Delivered
17550,22089,05-20-2017,,xpo logistics,Delivered
17551,3035,12-30-2016,,usps,Delivered
17552,15435,03-05-2017,,xpo logistics,Delivered
17553,7194,12-24-2016,01-03-2017,ups,Returned
17554,6330,12-01-2016,12-11-2016,ups,Returned
17555,4529,01-30-2016,,fedex,Delivered
17556,10002,01-11-2016,,spee-dee delivery,Delivered
17557,11198,06-20-2016,,spee-dee delivery,Delivered
17558,3010,01-19-2017,,amazon logistics,Delivered
17559,21737,03-27-2017,04-06-2017,ontrac,Returned
17560,5080,03-21-2017,,lasership,Delivered
17561,9977,01-07-2016,01-17-2016,usps,Returned
17562,8950,09-20-2016,,purolator,Delivered
17563,22812,11-13-2016,11-23-2016,ontrac,Returned
17564,17634,03-24-2017,,ups,Delivered
17565,2713,05-20-2017,05-29-2017,ontrac,Returned
17566,22891,11-23-2016,,xpo logistics,Delivered
17567,16008,09-27-2015,,fedex,Delivered
17568,21868,04-16-2017,04-24-2017,usps,Returned
17569,21304,08-21-2017,,lasership,Delivered
17570,18629,01-14-2017,,usps,Delivered
17571,18705,01-19-2017,,ontrac,Delivered
17572,22650,10-27-2016,,dhl,Delivered
17573,2327,01-21-2017,,ups,Delivered
17574,19616,08-05-2016,,purolator,Delivered
17575,16447,02-01-2016,,amazon logistics,Delivered
17576,6630,10-26-2016,,dhl,Delivered
17577,12525,12-30-2015,,purolator,Delivered
17578,9248,08-17-2016,,ups,Delivered
17579,12165,12-31-2015,,spee-dee delivery,Delivered
17580,3811,12-29-2015,,lasership,Delivered
17581,9590,01-12-2016,,ontrac,Delivered
17582,7351,12-16-2016,,ups,Delivered
17583,18223,09-29-2016,,dhl,Delivered
17584,15337,03-27-2017,04-05-2017,amazon logistics,Returned
17585,18199,10-03-2016,,ontrac,Delivered
17586,18400,11-19-2016,,purolator,Delivered
17587,20431,01-28-2017,,lasership,Delivered
17588,1534,12-26-2016,,spee-dee delivery,Delivered
17589,20429,01-27-2017,,ontrac,Delivered
17590,20037,12-24-2016,,usps,Delivered
17591,19998,12-18-2016,,dhl,Delivered
17592,22110,05-18-2017,,ups,Delivered
17593,22618,10-22-2016,10-30-2016,fedex,Returned
17594,10319,01-26-2016,,spee-dee delivery,Delivered
17595,22259,09-11-2016,,usps,Delivered
17596,16419,01-24-2016,,usps,Delivered
17597,6103,03-30-2016,,usps,Delivered
17598,777,03-19-2017,,usps,Delivered
17599,12369,01-01-2016,,lasership,Delivered
17600,8243,01-21-2017,02-01-2017,ups,Returned
17601,7779,03-16-2017,,xpo logistics,Delivered
17602,8385,01-08-2017,,spee-dee delivery,Delivered
17603,2702,05-20-2017,,purolator,Delivered
17604,6334,11-28-2016,,usps,Delivered
17605,6722,10-21-2016,11-04-2016,amazon logistics,Returned
17606,20958,07-16-2017,,fedex,Delivered
17607,11770,03-13-2016,03-21-2016,dhl,Returned
17608,18653,01-21-2017,01-31-2017,usps,Returned
17609,831,03-17-2017,,lasership,Delivered
17610,4675,10-20-2016,11-02-2016,amazon logistics,Returned
17611,6758,10-21-2016,,ontrac,Delivered
17612,14476,01-20-2017,,dhl,Delivered
17613,15851,08-02-2015,,amazon logistics,Delivered
17614,1739,12-19-2016,,spee-dee delivery,Delivered
17615,14777,12-21-2016,,ontrac,Delivered
17616,719,03-27-2017,,dhl,Delivered
17617,8578,01-09-2017,,amazon logistics,Delivered
17618,7158,12-28-2016,,dhl,Delivered
17619,5736,04-29-2016,,dhl,Delivered
17620,4636,03-28-2017,04-09-2017,amazon logistics,Returned
17621,2823,04-26-2017,,usps,Delivered
17622,753,03-19-2017,,ontrac,Delivered
17623,18893,02-05-2017,,lasership,Delivered
17624,13898,05-18-2017,05-30-2017,ups,Returned
17625,19609,07-29-2016,,amazon logistics,Delivered
17626,11069,07-02-2016,,ups,Delivered
17627,7757,03-17-2017,03-29-2017,purolator,Returned
17628,18693,01-18-2017,,usps,Delivered
17629,9829,01-10-2016,,spee-dee delivery,Delivered
17630,21613,03-12-2017,03-21-2017,fedex,Returned
17632,15474,02-23-2017,,ups,Delivered
17633,12042,01-06-2016,,ontrac,Delivered
17634,18225,09-27-2016,,xpo logistics,Delivered
17635,19763,08-28-2016,,fedex,Delivered
17636,538,11-12-2016,,lasership,Delivered
17637,3417,01-24-2017,,spee-dee delivery,Delivered
17638,2502,01-11-2017,,fedex,Delivered
17639,9330,08-10-2016,,lasership,Delivered
17640,18950,06-22-2016,,fedex,Delivered
17641,11132,06-23-2016,07-06-2016,xpo logistics,Returned
17642,15552,02-08-2017,,purolator,Delivered
17643,2203,01-19-2017,,lasership,Delivered
17644,18349,11-13-2016,,purolator,Delivered
17645,10266,01-25-2016,,xpo logistics,Delivered
17646,5073,11-24-2015,,ontrac,Delivered
17647,8095,01-17-2017,,purolator,Delivered
17648,18942,02-10-2017,,dhl,Delivered
17649,22222,09-16-2016,,purolator,Delivered
17650,8953,09-21-2016,,fedex,Delivered
17651,13515,12-16-2015,,ups,Delivered
17652,5408,06-01-2016,,purolator,Delivered
17653,8548,01-07-2017,,ontrac,Delivered
17654,17303,08-21-2016,,ontrac,Delivered
17656,10952,07-16-2016,,ontrac,Delivered
17657,10399,01-19-2016,01-29-2016,xpo logistics,Returned
17658,7191,12-25-2016,,amazon logistics,Delivered
17659,19427,07-04-2016,,fedex,Delivered
17660,13946,05-06-2017,,dhl,Delivered
17661,1567,12-29-2016,01-10-2017,amazon logistics,Returned
17662,14970,11-09-2016,11-17-2016,xpo logistics,Returned
17663,1450,01-01-2017,01-12-2017,xpo logistics,Returned
17664,13276,12-29-2015,,dhl,Delivered
17665,7656,03-30-2017,,amazon logistics,Delivered
17666,5231,11-20-2015,,ontrac,Delivered
17667,15088,05-23-2017,,xpo logistics,Delivered
17668,23005,01-06-2016,,dhl,Delivered
17669,2313,01-18-2017,,ups,Delivered
17670,15990,09-15-2015,,usps,Delivered
17671,13124,01-20-2017,,lasership,Delivered
17672,23545,04-03-2016,04-18-2016,amazon logistics,Returned
17673,6144,12-13-2016,,xpo logistics,Delivered
17674,23031,01-09-2016,01-22-2016,ontrac,Returned
17675,11134,06-23-2016,,lasership,Delivered
17676,23449,03-28-2016,04-08-2016,amazon logistics,Returned
17677,1527,12-30-2016,,ontrac,Delivered
17678,15423,03-09-2017,,usps,Delivered
17679,13334,12-28-2015,,usps,Delivered
17680,6897,01-01-2017,,usps,Delivered
17681,1910,11-30-2016,12-12-2016,usps,Returned
17682,9744,01-12-2016,,dhl,Delivered
17683,22168,05-21-2017,,ups,Delivered
17684,7934,02-20-2017,03-02-2017,fedex,Returned
17685,15604,02-01-2017,,purolator,Delivered
17686,13319,12-30-2015,01-09-2016,ups,Returned
17687,10980,07-11-2016,,fedex,Delivered
17688,18249,10-20-2016,,xpo logistics,Delivered
17689,9485,01-14-2016,01-25-2016,usps,Returned
17690,19468,07-09-2016,07-23-2016,purolator,Returned
17691,5485,05-24-2016,06-07-2016,fedex,Returned
17692,9170,08-25-2016,,xpo logistics,Delivered
17693,1872,12-05-2016,,usps,Delivered
17694,5295,11-07-2015,,lasership,Delivered
17695,4371,01-11-2016,,usps,Delivered
17696,12794,01-29-2017,,purolator,Delivered
17697,23133,02-03-2016,,purolator,Delivered
17698,22617,10-22-2016,,fedex,Delivered
17699,16809,04-23-2016,05-01-2016,fedex,Returned
17700,12718,01-30-2017,02-13-2017,purolator,Returned
17701,1204,02-02-2017,,ontrac,Delivered
17702,1843,12-08-2016,,usps,Delivered
17703,277,04-02-2017,,fedex,Delivered
17704,13544,12-12-2015,,xpo logistics,Delivered
17705,4570,01-09-2017,,spee-dee delivery,Delivered
17706,230,01-05-2017,,lasership,Delivered
17707,4078,01-03-2016,01-13-2016,xpo logistics,Returned
17708,7299,12-18-2016,,dhl,Delivered
17709,4313,03-31-2016,,purolator,Delivered
17710,7149,12-24-2016,,purolator,Delivered
17711,21305,08-21-2017,,purolator,Delivered
17712,630,04-15-2017,,purolator,Delivered
17713,13480,12-17-2015,,lasership,Delivered
17714,4325,06-29-2016,07-07-2016,purolator,Returned
17715,23556,04-09-2016,04-17-2016,spee-dee delivery,Returned
17716,1562,12-26-2016,,spee-dee delivery,Delivered
17717,14775,12-21-2016,,ups,Delivered
17718,6268,12-08-2016,,fedex,Delivered
17719,12111,01-02-2016,01-14-2016,lasership,Returned
17720,10353,01-23-2016,,amazon logistics,Delivered
17721,10237,01-28-2016,,lasership,Delivered
17722,7386,12-16-2016,,amazon logistics,Delivered
17723,2864,02-05-2017,,purolator,Delivered
17724,18907,02-01-2017,,spee-dee delivery,Delivered
17725,10818,07-20-2016,07-28-2016,ups,Returned
17726,5728,04-29-2016,,xpo logistics,Delivered
17727,21694,03-19-2017,,purolator,Delivered
17728,20475,01-31-2017,02-08-2017,dhl,Returned
17729,16871,05-30-2016,06-09-2016,ontrac,Returned
17730,11307,06-09-2016,06-18-2016,ups,Returned
17731,8483,01-09-2017,,usps,Delivered
17732,3733,12-09-2015,,ontrac,Delivered
17733,9163,08-23-2016,09-03-2016,lasership,Returned
17734,12532,12-30-2015,01-13-2016,xpo logistics,Returned
17735,10296,01-23-2016,02-02-2016,purolator,Returned
17736,2524,01-10-2017,,ontrac,Delivered
17737,1917,02-01-2017,,dhl,Delivered
17738,14497,01-18-2017,,xpo logistics,Delivered
17739,21478,02-28-2017,,amazon logistics,Delivered
17740,7839,03-16-2017,,spee-dee delivery,Delivered
17741,7536,04-11-2017,04-24-2017,amazon logistics,Returned
17742,23645,04-16-2016,,ups,Delivered
17743,1393,01-03-2017,,xpo logistics,Delivered
17744,22434,10-05-2016,,xpo logistics,Delivered
17745,6109,03-29-2016,,spee-dee delivery,Delivered
17746,21297,08-17-2017,09-01-2017,fedex,Returned
17747,23824,11-07-2015,11-22-2015,xpo logistics,Returned
17748,3520,01-10-2016,01-22-2016,fedex,Returned
17749,3322,10-27-2016,,usps,Delivered
17750,18552,12-28-2016,,spee-dee delivery,Delivered
17751,21734,03-28-2017,04-09-2017,usps,Returned
17752,8733,01-03-2017,01-17-2017,xpo logistics,Returned
17753,12703,01-29-2017,,lasership,Delivered
17754,4068,12-30-2015,01-12-2016,dhl,Returned
17755,11086,06-27-2016,,spee-dee delivery,Delivered
17756,14386,09-11-2016,09-25-2016,ups,Returned
17757,17184,08-04-2016,,lasership,Delivered
17758,22006,05-15-2017,05-26-2017,dhl,Returned
17759,18861,01-28-2017,,amazon logistics,Delivered
17760,6517,11-16-2016,,dhl,Delivered
17761,9812,01-12-2016,,amazon logistics,Delivered
17762,4507,01-23-2016,,ups,Delivered
17763,7826,03-16-2017,03-30-2017,ups,Returned
17764,2348,01-15-2017,,ontrac,Delivered
17765,11558,03-21-2016,,lasership,Delivered
17766,6432,11-21-2016,,fedex,Delivered
17767,18243,10-05-2016,,purolator,Delivered
17768,5246,11-17-2015,,spee-dee delivery,Delivered
17769,21641,03-14-2017,03-25-2017,usps,Returned
17770,5685,05-03-2016,,lasership,Delivered
17771,16256,01-06-2016,,xpo logistics,Delivered
17772,2751,05-20-2017,06-01-2017,ups,Returned
17773,12556,01-02-2016,01-16-2016,xpo logistics,Returned
17774,19630,08-09-2016,,purolator,Delivered
17775,8739,01-02-2017,,fedex,Delivered
17776,1473,12-28-2016,,ups,Delivered
17777,1717,12-18-2016,12-29-2016,spee-dee delivery,Returned
17778,15419,03-13-2017,,lasership,Delivered
17779,5435,05-29-2016,,ups,Delivered
17780,13752,11-28-2015,12-06-2015,xpo logistics,Returned
17781,6720,10-22-2016,10-31-2016,usps,Returned
17782,17707,05-22-2017,,spee-dee delivery,Delivered
17783,17363,09-03-2016,09-12-2016,usps,Returned
17784,2638,05-25-2017,,ontrac,Delivered
17785,5052,09-06-2016,,ups,Delivered
17786,17430,03-05-2017,,ontrac,Delivered
17787,23972,12-20-2015,,fedex,Delivered
17788,20949,07-09-2017,,lasership,Delivered
17789,9928,01-08-2016,,ontrac,Delivered
17790,7710,03-21-2017,,xpo logistics,Delivered
17791,13782,05-22-2017,,ontrac,Delivered
17792,1085,02-15-2017,03-02-2017,dhl,Returned
17793,64,06-05-2017,,dhl,Delivered
17794,19482,07-15-2016,,fedex,Delivered
17796,635,04-20-2017,04-29-2017,amazon logistics,Returned
17797,18860,02-01-2017,,usps,Delivered
17798,21535,02-26-2017,,dhl,Delivered
17799,890,03-12-2017,,purolator,Delivered
17800,9658,01-10-2016,,amazon logistics,Delivered
17801,6882,01-01-2017,,ontrac,Delivered
17802,7242,12-28-2016,01-05-2017,ups,Returned
17803,12952,01-22-2017,,purolator,Delivered
17804,21480,02-26-2017,03-12-2017,lasership,Returned
17805,4173,02-06-2016,,purolator,Delivered
17806,10468,01-20-2016,01-28-2016,ontrac,Returned
17807,9822,01-10-2016,01-19-2016,usps,Returned
17808,11233,06-14-2016,06-26-2016,dhl,Returned
17809,18477,12-21-2016,12-31-2016,xpo logistics,Returned
17810,13835,05-23-2017,05-31-2017,lasership,Returned
17811,18814,01-23-2017,02-02-2017,fedex,Returned
17813,15,01-25-2017,,lasership,Delivered
17814,23315,03-09-2016,,dhl,Delivered
17815,5124,06-19-2016,,fedex,Delivered
17816,7223,12-25-2016,,lasership,Delivered
17817,20402,01-28-2017,,amazon logistics,Delivered
17818,4322,06-25-2016,,ups,Delivered
17819,22127,05-31-2017,,ontrac,Delivered
17820,4289,03-22-2016,,ontrac,Delivered
17821,15564,02-05-2017,,lasership,Delivered
17822,8376,01-08-2017,,ontrac,Delivered
